Name,Owner,Category,District,Province
"10. Hama ","RDC ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"11. Holy Cross ","Mission ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"12. Lalapanzi ","RDC ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"13. Lybwood ","Govt. ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"14. Nyautonge ","Govt. ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"15. Siyahokwe ","RDC ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"16. Nyikavanhu ","Govt ","RHC ","Chirumanzu District ","MIDLANDS PROVINCE "
"17. Athens  ","Pvt. ","Clinic ","Chirumanzu District ","MIDLANDS PROVINCE "
"18. Mtao Forest ","Pvt. ","Clinic ","Chirumanzu District ","MIDLANDS PROVINCE "
"1. Gokwe South ","Govt. ","District hosp. ","Gokwe District ","MIDLANDS PROVINCE "
"2. Chemahororo ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"3. Cheziya ","RDC ","Clinic ","Gokwe District ","MIDLANDS PROVINCE "
"4. Chireya ","Mission ","Rural hosp. ","Gokwe District ","MIDLANDS PROVINCE "
"5. Chitave ","RDC ","Clinic ","Gokwe District ","MIDLANDS PROVINCE "
"6. Denda ","Mission ","Clinic ","Gokwe District ","MIDLANDS PROVINCE "
"7. Gawa ","RDC ","Clinic ","Gokwe District ","MIDLANDS PROVINCE "
"8. Goredema ","RDC ","Clinic ","Gokwe District ","MIDLANDS PROVINCE "
"9. Gumunyu ","RDC ","Clinic ","Gokwe District ","MIDLANDS PROVINCE "
"10. Gwanyika ","Govt. ","Clinic ","Gokwe District ","MIDLANDS PROVINCE "
"11. Huchu ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"12. Jiri ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"13. Kadzidirire ","Govt. ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"14. Kahobo ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"15. Kana ","Mission ","Rural hosp. ","Gokwe District ","MIDLANDS PROVINCE "
"16. Krima ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"17. Kuwirirana ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"18. Madzivazvido ","Govt. ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"19. Mangidhi ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"20. Manoti ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"21. Manyoni ","Mission ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"22. Mashame ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"23. Masuka ","RDc ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"24. Mateme ","Mission ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"25. Mateta ","Govt. ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"26. Mkoba ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"27. Msala ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"28. Mtange ","Mission ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"29. Mtora ","Mission ","Rural hosp. ","Gokwe District ","MIDLANDS PROVINCE "
"30. Musadzi ","Govt. ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"31. Musita ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"32. Nenyunga ","Mission ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"33. Norah ","Govt. ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"34.Nyamhunga RHC ","Govt. ","","Gokwe District ","MIDLANDS PROVINCE "
"35. Nyanje ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"36. Rubatsiro ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"37. Sai ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"38. Sasane ","Mission ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"39. Simshembo ","Govt. ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"40. Svisvi ","RDc ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"41. Tanana ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"42. Tongwe ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"43. Tsungai ","Govt. ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"44. Vumba ","RDC ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"45. Zhamba ","RDC ","RHc ","Gokwe District ","MIDLANDS PROVINCE "
"46. Zhomba ","Govt. ","RHC ","Gokwe District ","MIDLANDS PROVINCE "
"1. Gweru ","Govt. ","Provincial Hosp. ","Gweru District ","MIDLANDS PROVINCE "
"2.Chiundura RHC ","RDC ","","Gweru District ","MIDLANDS PROVINCE "
"3. Gunde ","Govt. ","RHC ","Gweru District ","MIDLANDS PROVINCE "
"4. Kabanga ","RDC ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"5. Lower Gweru ","Mission ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"6. Maboleni ","RDC ","RHC ","Gweru District ","MIDLANDS PROVINCE "
"7. Madhikane ","RDC ","RHC ","Gweru District ","MIDLANDS PROVINCE "
"8. Magwande  ","Govt. ","RHC ","Gweru District ","MIDLANDS PROVINCE "
"9. Makepesi ","RDC ","RHC ","Gweru District ","MIDLANDS PROVINCE "
"10. Masvori ","Govt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"11. Nkululeko ","Govt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"12. Ntabahlope ","RDC ","RHC ","Gweru District ","MIDLANDS PROVINCE "
"13. Nyama ","RDC ","RHC ","Gweru District ","MIDLANDS PROVINCE "
"14. St. Patricks ","Mission ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"15. Somabhula ","RDC ","RHC ","Gweru District ","MIDLANDS PROVINCE "
"16. Vungu ","RDC ","RHC ","Gweru District ","MIDLANDS PROVINCE "
"17. Child Welfare ","Municipality  ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"18. Totonga ","‘’             ‘’ ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"19. Infectious Disease ","‘’             ‘’ ","Hospital ","Gweru District ","MIDLANDS PROVINCE "
"20. Ward 1 ","‘’              ‘’ ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"21. Mkoba 1 ","‘’              ‘’ ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"22. Mkoba ","‘’              ‘’ ","Polyclinic ","Gweru District ","MIDLANDS PROVINCE "
"23. Ivene ","‘’              ‘’ ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"24.  Monomutapa ","‘’              ‘’ ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"25. Fletcher High School ","Govt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"26. Mkoba Teachers ","","Clinic Govt. ","Gweru District ","MIDLANDS PROVINCE "
"College ","","","Gweru District ","MIDLANDS PROVINCE "
"27. ZRP ","Govt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"28. Whawha ","Govt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"29. Connemara ","Govt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"30. MSU ","Govt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"31. Senga ","Municipality ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"32. Bata ","Pvt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"33. CSC ","Pvt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"34. Dabuka ","Pvt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"35. Dairy Board ","Pvt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"36. Kariba  ","Pvt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"37. Railways ","Pvt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"38. Zim. Alloys ","Pvt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"39. Zimbabwe Castings ","Pvt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"40. Zimglass ","Pvt. ","Clinic ","Gweru District ","MIDLANDS PROVINCE "
"1. Kwekwe ","Govt. ","District Hosp. ","Kwekwe District ","MIDLANDS PROVINCE "
"2. Dambridge ","RDC ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"3. Denhere ","Govt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"4. Dinjane ","RDC ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"5. Donsa ","Govt. ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"6. Jackson ","RDC ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"7. Malisa Josepha ","RDC ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"8. Malisa Zhombe ","RDC ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"9. Mayoca ","RDC ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"10. Mazebe ","Govt. ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"11. Mlezu ","Govt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"12. Mpinda ","RDC ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"13. Msilahobe ","Govt. ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"14. Ntabane ","RDC ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"15. Samambwa ","RDC ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"16. Sengwazi ","RDC ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"17. Sherwood ","RDC ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"18. Sidakeni ","RDC ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"19. Silobela ","Govt. ","Rural hosp. ","Kwekwe District ","MIDLANDS PROVINCE "
"20. Simana ","RDC ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"21. Zhombe ","Mission ","Rural Hosp. ","Kwekwe District ","MIDLANDS PROVINCE "
"22. Torwood ","Pvt. ","Hospital ","Kwekwe District ","MIDLANDS PROVINCE "
"23.  Mazebe ","Govt. ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"24. Nyoni ","Govt. ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"25. Mlezu ","Govt. ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"26. Donjuan ","RDC ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"27.  Gomola ","RDC ","RHC ","Kwekwe District ","MIDLANDS PROVINCE "
"28. Rutendo ","Municipality ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"28. Sebakwe ","Municipality ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"29. Amaveni ","Municipality ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"30. Mbiza A ","“             ‘’ ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"31. Mbizo B ","‘’             ‘’ ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"32.  Al Davies ","‘’             ‘’    ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"33. Commoner ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"34. Gaika ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"35. Globe and Phoenix ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"36. Jena Mines ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"37. Lancashire ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"38. Medical Centre ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"39. Redcliff ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"40. Rio Tinto  ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"41.Sables Clinic ","Pvt. ","","Kwekwe District ","MIDLANDS PROVINCE "
"42. Tiger Reef ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"43. Munyati ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"44. Torsteel ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"45. Zimasco ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"46. Zim. Wire  & Rods ","Pvt. ","","Kwekwe District ","MIDLANDS PROVINCE "
"Zisco Works ","Pvt. ","Clinic ","Kwekwe District ","MIDLANDS PROVINCE "
"1. Mberengwa ","Govt. ","Rural Hosp. ","Mberengwa District ","MIDLANDS PROVINCE "
"2. Bonda ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"3. Chabwira ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"4. Chidembeko ","Govt. ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"5. Chingezi ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"6. Gwarava ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"7. Imbahuru ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"8. Ingezi ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"9. Jeka ","Govt. ","Rural hosp. ","Mberengwa District ","MIDLANDS PROVINCE "
"10. Kotokwe ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"11. Makuwerere ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"12. Masase ","Mission ","Rural Hosp. ","Mberengwa District ","MIDLANDS PROVINCE "
"13. Mataga ","Govt. ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"14. Mavorowondo ","Govt. ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"15. Maziofa ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"16. Mnene ","Mission ","Designated Dist. Hosp. ","Mberengwa District ","MIDLANDS PROVINCE "
"17. Mpongane ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"18. Mposi ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"19. Muketi ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"20. Murongwe ","Govt. ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"21. Musume ","Mission ","Rural Hosp.  ","Mberengwa District ","MIDLANDS PROVINCE "
"22. Mwanezi ","Govt. ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"23. Negobe ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"24. Ngungubane ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"25. Svita ","RDC ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"26. Vurasha ","Govt. ","RHC ","Mberengwa District ","MIDLANDS PROVINCE "
"27. Buchwa ","Mine ","Clinic ","Mberengwa District ","MIDLANDS PROVINCE "
"28. C Mine ","Mine ","Clinic ","Mberengwa District ","MIDLANDS PROVINCE "
"29. Sandawana ","Mine ","Clinic ","Mberengwa District ","MIDLANDS PROVINCE "
"1. Shurugwi ","Govt. ","District Hosp. ","Shurugwi District ","MIDLANDS PROVINCE "
"2. Banga ","Govt. ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"3. Chikato ","Govt. ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"4. Chikwingwizha ","Mission ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"5. Chitora ","RDC ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"6. Gundura ","RDC ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"7. Gwanza ","Govt. ","Clinic ","Shurugwi District ","MIDLANDS PROVINCE "
"8. Hanke ","Mission ","Clinic ","Shurugwi District ","MIDLANDS PROVINCE "
"9. Jobolinko ","RDC ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"10. Marishongwe ","Govt. ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"11. Mazibisa ","Govt. ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"12. Nhema ","RDC ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"13. Pakame ","Mission ","Clinic ","Shurugwi District ","MIDLANDS PROVINCE "
"14. Rockford ","RDC ","Clinic ","Shurugwi District ","MIDLANDS PROVINCE "
"15. Rusike ","Govt. ","Clinic ","Shurugwi District ","MIDLANDS PROVINCE "
"16. Tana ","Govt. ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"17. Tokwe ","Govt. ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"18. Tongogara ","RDC ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"19. Utete ","RDC ","Clinic ","Shurugwi District ","MIDLANDS PROVINCE "
"20. Zvamabande ","Govt. ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"21. Zvarota ","Govt. ","RHC ","Shurugwi District ","MIDLANDS PROVINCE "
"1. Zvishavane ","Govt. ","District Hosp. ","Zvishavane District ","MIDLANDS PROVINCE "
"2. Chenhunguru ","Govt. ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"3. Gudo ","RDC ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"4. Lundi ","Govt. ","Rural Hosp. ","Zvishavane District ","MIDLANDS PROVINCE "
"5. Mabasa ","RDC ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"6. Maketo ","Govt. ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"7. Mapanzure ","RDC ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"8. Matenda ","Govt. ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"9. Murowa ","RDC ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"10. Mutambi ","RDC ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"11. Tokwe ","RDC ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"12. Vungwi ","RDC ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"13. Vukuzenzele ","Govt. ","RHC ","Zvishavane District ","MIDLANDS PROVINCE "
"14. Dayadaya ","Pvt. ","Clinic ","Zvishavane District ","MIDLANDS PROVINCE "
"15. Kandono ","Pvt. ","Clinic ","Zvishavane District ","MIDLANDS PROVINCE "
"16 Maglas ","Pvt. ","Clinic ","Zvishavane District ","MIDLANDS PROVINCE "
"17.Sabi Mine ","Pvt. ","Clinic ","Zvishavane District ","MIDLANDS PROVINCE "
"1. Parirenyatwa ","Govt. ","Central Hosp. ","Central Hospitals ","MIDLANDS PROVINCE "
"2. Harare ","Govt. ","Central Hosp. ","Central Hospitals ","MIDLANDS PROVINCE "
"3. Chitungwiza ","Govt. ","Central Hosp. ","Central Hospitals ","MIDLANDS PROVINCE "
"4. UBH ","Govt. ","Central Hosp. ","Central Hospitals ","MIDLANDS PROVINCE "
"5. Mpilo ","Govt. ","Central Hosp. ","Central Hospitals ","MIDLANDS PROVINCE "
"6. Ingutsheni ","Govt. ","Central hosp. ","Central Hospitals ","MIDLANDS PROVINCE "
"1. Beatrice Road ","Municipality ","Hospital ","Harare City ","MIDLANDS PROVINCE "
"2. Wilkins ","‘’         ‘’ ","Hospital ","Harare City ","MIDLANDS PROVINCE "
"3. Borrowdale ","‘’          ‘’   ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"4. Hatcliffe ","‘’           ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"5. Hatcliffe ","‘’           ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"6. Highlands ","‘’           ‘’ ","Family Health Service ","Harare City ","MIDLANDS PROVINCE "
"7. Mt. Pleasant ","‘’           ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"8. Eastlea ","‘’          ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"9. Greendale ","‘’          ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"10. Highlands ","‘’          ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"11. Mabvuku ","‘’         ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"12. Mabvuku ","‘’         ‘’ ","Satellite ","Harare City ","MIDLANDS PROVINCE "
"13. Mabvuku ","‘’          ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"14. Tafara ","‘’           ‘’  ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"15. Arcadia ","‘’            ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"16. Bank Street ","‘’            ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"17. Breaside ","Municipality ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"18. Hatfield ","‘’         ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"19. Queen Elizabeth ","‘’         ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"20. Matapi ","‘’         ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"21. Mbare ","‘’         ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"22. Mbare ","‘’         ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"23. Sunningdale ","‘’         ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"24. Waterfalls ","‘’        ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"25. Avondale ","‘’        ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"26. Belvedere ","‘’        ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"27. Mabelreign ","‘’         ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"28. Marlborough ","‘’         ‘’    ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"29. Rujeko ","‘’         ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"30. Dzivarasekwa ","‘’         ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"31. Edith Operman ","‘’         ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"32. Genito Urinary Centre ","‘’        ‘’ ","- ","Harare City ","MIDLANDS PROVINCE "
"33. Southerton ","‘’         ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"34. Highfield ","‘’         ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"35. Highfield ","‘’          ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"36. Highfield ","‘’        ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"37. Rutsanana ","‘’         ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"38. Western Triangle ","‘’        ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"39. Glen Norah ","‘’        ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"40. Glen View ","‘’        ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"41. Glen View ","‘’         ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"42. Glen View ","‘’        ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"43.  Budiriro ","‘’         ‘’     ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"44. Budidiro ","‘’        ‘’ ","","Harare City ","MIDLANDS PROVINCE "
"45.  Mufakose ","‘’       ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"46. Mufakose ","‘’       ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"47. Mufakose ","‘’       ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"48. Warren Park ","‘’       ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"49.  Kuwadzana ","‘’       ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"50.  Kuwadzana ","‘’       ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"51. Kambuzuma ","‘’       ‘’ ","Maternity Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"52. Kambuzuma ","‘’        ‘’ ","Polyclinic ","Harare City ","MIDLANDS PROVINCE "
"53. Maurice Nyagumbo ","‘’         ‘’ ","Clinic ","Harare City ","MIDLANDS PROVINCE "
"54. St Annes ","Pvt. ","Pvt. Hosp. ","Harare City ","MIDLANDS PROVINCE "
"55. St Giles ","Pvt. ","Pvt. Hosp. ","Harare City ","MIDLANDS PROVINCE "
"56. Baines Ave. ","Pvt. ","Pvt hosp. ","Harare City ","MIDLANDS PROVINCE "
"57. Avenues ","Pvt. ","Hospital ","Harare City ","MIDLANDS PROVINCE "
"58. West End ","Pvt. ","Hosp. ","Harare City ","MIDLANDS PROVINCE "
"59. Surbuban ","Pvt ","Medical Centre ","Harare City ","MIDLANDS PROVINCE "
"60. Arcadia ","Pvt. ","Medical Centre ","Harare City ","MIDLANDS PROVINCE "
"61. High Glen ","Pvt. ","Medical Centre ","Harare City ","MIDLANDS PROVINCE "
"62. Glen Norah  ","Pvt. ","Medical Centre ","Harare City ","MIDLANDS PROVINCE "
"63. Garden City ","Pvt. ","Medical ","Harare City ","MIDLANDS PROVINCE "
"1. Seke North ","Municipality ","Polyclinic ","Chitungwiza Municipality. ","MIDLANDS PROVINCE "
"2. Seke South ","Municipality ","Polyclinic ","Chitungwiza Municipality. ","MIDLANDS PROVINCE "
"3. Zengeza 3 ","Municipality ","Polyclinic ","Chitungwiza Municipality. ","MIDLANDS PROVINCE "
"4. St. Marys ","Municipality ","Polyclinic ","Chitungwiza Municipality. ","MIDLANDS PROVINCE "
"1. Thorngroove ","Municipality ","Hospital ","Bulawayo City ","MIDLANDS PROVINCE "
"2. Dr. Shennan ","‘’        ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"3. Princess Margaret Rose ","‘’        ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"4. Central ","‘’      ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"5. Mzilikazi ","‘’       ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"6. Njube ","‘’       ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"7. Pelandaba ","‘’        ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"8. Pumula ","‘’         ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"9. Tshabalala ","‘’         ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"10. E.F.watson ","‘’         ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"11. Magwegwe ","‘’         ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"12. Luveve ","‘’         ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"13. Nkulumane ","‘’        ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"14. Entumbane ","‘’        ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"15. Emakandeni ","‘’       ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
"16. Nketa ","‘’       ‘’ ","Clinic ","Bulawayo City ","MIDLANDS PROVINCE "
